activity_id,lead_id,channel,attempt_number,activity_date,response_received,response_type,meeting_booked
A004246,L0500,LinkedIn,1,2024-09-24,No,No Response,No
A004247,L0500,Cold Call,1,2024-09-26,No,No Response,No
A004248,L0500,Email,2,2024-09-11,No,No Response,No
A004249,L0500,LinkedIn,2,2024-09-19,No,No Response,No
A004250,L0500,Cold Call,2,2024-10-26,No,No Response,No
A004251,L0500,Email,3,2024-09-17,No,No Response,No
A004252,L0500,LinkedIn,3,2024-10-31,No,No Response,No
A004253,L0500,Cold Call,3,2024-09-07,Yes,Interested,No
A004254,L0501,Email,1,2024-09-29,No,No Response,No
A004255,L0501,LinkedIn,1,2024-10-04,No,No Response,No
A004256,L0501,Cold Call,1,2024-10-26,No,No Response,No
A004257,L0501,Email,2,2024-10-07,No,No Response,No
A004258,L0501,LinkedIn,2,2024-09-02,Yes,Interested,No
A004259,L0502,Email,1,2024-10-05,No,No Response,No
A004260,L0502,LinkedIn,1,2024-09-05,No,No Response,No
A004261,L0502,Cold Call,1,2024-09-30,No,No Response,No
A004262,L0502,Email,2,2024-09-20,No,No Response,No
A004263,L0502,LinkedIn,2,2024-09-12,No,No Response,No
A004264,L0502,Cold Call,2,2024-09-21,No,No Response,No
A004265,L0502,Email,3,2024-10-03,No,No Response,No
A004266,L0502,LinkedIn,3,2024-10-22,No,No Response,No
A004267,L0502,Cold Call,3,2024-10-15,No,No Response,No
A004268,L0502,Email,4,2024-09-20,No,No Response,No
A004269,L0502,LinkedIn,4,2024-10-15,Yes,Not Now,No
A004270,L0503,Email,1,2024-10-13,No,No Response,No
A004271,L0503,LinkedIn,1,2024-09-11,No,No Response,No
A004272,L0503,Cold Call,1,2024-09-15,No,No Response,No
A004273,L0503,Email,2,2024-09-12,No,No Response,No
A004274,L0503,LinkedIn,2,2024-09-08,Yes,Interested,Yes
A004275,L0504,Email,1,2024-10-14,No,No Response,No
A004276,L0504,LinkedIn,1,2024-10-25,No,No Response,No
A004277,L0504,Cold Call,1,2024-10-06,No,No Response,No
A004278,L0504,Email,2,2024-10-01,No,No Response,No
A004279,L0504,LinkedIn,2,2024-10-20,No,No Response,No
A004280,L0504,Cold Call,2,2024-10-24,No,No Response,No
A004281,L0504,Email,3,2024-10-19,No,No Response,No
A004282,L0504,LinkedIn,3,2024-09-14,No,No Response,No
A004283,L0504,Cold Call,3,2024-09-28,No,No Response,No
A004284,L0504,Email,4,2024-09-23,No,No Response,No
A004285,L0504,LinkedIn,4,2024-09-15,Yes,Interested,No
A004286,L0505,Email,1,2024-10-30,No,No Response,No
A004287,L0505,LinkedIn,1,2024-10-09,No,No Response,No
A004288,L0505,Cold Call,1,2024-09-20,No,No Response,No
A004289,L0505,Email,2,2024-10-26,No,No Response,No
A004290,L0505,LinkedIn,2,2024-10-25,No,No Response,No
A004291,L0505,Cold Call,2,2024-09-28,No,No Response,No
A004292,L0505,Email,3,2024-10-23,No,No Response,No
A004293,L0505,LinkedIn,3,2024-10-25,Yes,Interested,No
A004294,L0506,Email,1,2024-09-04,No,No Response,No
A004295,L0506,LinkedIn,1,2024-09-21,No,No Response,No
A004296,L0506,Cold Call,1,2024-09-26,No,No Response,No
A004297,L0506,Email,2,2024-10-24,No,No Response,No
A004298,L0506,LinkedIn,2,2024-09-11,No,No Response,No
A004299,L0506,Cold Call,2,2024-10-22,No,No Response,No
A004300,L0506,Email,3,2024-09-15,Yes,Interested,Yes
A004301,L0507,Email,1,2024-10-06,No,No Response,No
A004302,L0507,LinkedIn,1,2024-10-21,No,No Response,No
A004303,L0507,Cold Call,1,2024-09-04,No,No Response,No
A004304,L0507,Email,2,2024-09-02,Yes,Interested,No
A004305,L0508,Email,1,2024-09-09,Yes,Not Now,No
A004306,L0509,Email,1,2024-10-27,No,No Response,No
A004307,L0509,LinkedIn,1,2024-10-27,Yes,Interested,Yes
A004308,L0510,Email,1,2024-09-08,No,No Response,No
A004309,L0510,LinkedIn,1,2024-09-10,No,No Response,No
A004310,L0510,Cold Call,1,2024-09-26,No,No Response,No
A004311,L0510,Email,2,2024-09-18,No,No Response,No
A004312,L0510,LinkedIn,2,2024-10-23,No,No Response,No
A004313,L0510,Cold Call,2,2024-10-06,No,No Response,No
A004314,L0510,Email,3,2024-10-20,No,No Response,No
A004315,L0510,LinkedIn,3,2024-10-01,No,No Response,No
A004316,L0510,Cold Call,3,2024-09-10,Yes,Not Now,No
A004317,L0511,Email,1,2024-10-11,No,No Response,No
A004318,L0511,LinkedIn,1,2024-10-08,Yes,Interested,No
A004319,L0512,Email,1,2024-09-30,No,No Response,No
A004320,L0512,LinkedIn,1,2024-09-15,No,No Response,No
A004321,L0512,Cold Call,1,2024-09-12,No,No Response,No
A004322,L0512,Email,2,2024-09-22,No,No Response,No
A004323,L0512,LinkedIn,2,2024-10-22,No,No Response,No
A004324,L0512,Cold Call,2,2024-10-10,No,No Response,No
A004325,L0512,Email,3,2024-09-23,No,No Response,No
A004326,L0512,LinkedIn,3,2024-09-22,No,No Response,No
A004327,L0512,Cold Call,3,2024-09-20,No,No Response,No
A004328,L0512,Email,4,2024-09-30,No,No Response,No
A004329,L0512,LinkedIn,4,2024-09-25,No,No Response,No
A004330,L0512,Cold Call,4,2024-09-14,No,No Response,No
A004331,L0512,Email,5,2024-09-20,Yes,Interested,Yes
A004332,L0513,Email,1,2024-10-03,No,No Response,No
A004333,L0513,LinkedIn,1,2024-09-13,Yes,Not Now,No
A004334,L0514,Email,1,2024-09-28,No,No Response,No
A004335,L0514,LinkedIn,1,2024-10-09,No,No Response,No
A004336,L0514,Cold Call,1,2024-09-14,No,No Response,No
A004337,L0514,Email,2,2024-09-17,No,No Response,No
A004338,L0514,LinkedIn,2,2024-09-27,No,No Response,No
A004339,L0514,Cold Call,2,2024-09-29,No,No Response,No
A004340,L0514,Email,3,2024-09-03,No,No Response,No
A004341,L0514,LinkedIn,3,2024-10-11,No,No Response,No
A004342,L0514,Cold Call,3,2024-10-24,No,No Response,No
A004343,L0514,Email,4,2024-10-03,No,No Response,No
A004344,L0514,LinkedIn,4,2024-09-06,No,No Response,No
A004345,L0514,Cold Call,4,2024-10-16,No,No Response,No
A004346,L0514,Email,5,2024-10-06,No,No Response,No
A004347,L0514,LinkedIn,5,2024-10-27,No,No Response,No
A004348,L0514,Cold Call,5,2024-09-03,No,No Response,No
A004349,L0515,Email,1,2024-10-11,No,No Response,No
A004350,L0515,LinkedIn,1,2024-09-03,No,No Response,No
A004351,L0515,Cold Call,1,2024-10-11,No,No Response,No
A004352,L0515,Email,2,2024-09-12,No,No Response,No
A004353,L0515,LinkedIn,2,2024-10-13,No,No Response,No
A004354,L0515,Cold Call,2,2024-10-25,No,No Response,No
A004355,L0515,Email,3,2024-09-19,No,No Response,No
A004356,L0515,LinkedIn,3,2024-10-07,No,No Response,No
A004357,L0515,Cold Call,3,2024-09-26,No,No Response,No
A004358,L0515,Email,4,2024-09-24,No,No Response,No
A004359,L0515,LinkedIn,4,2024-10-19,No,No Response,No
A004360,L0515,Cold Call,4,2024-09-20,No,No Response,No
A004361,L0515,Email,5,2024-10-09,No,No Response,No
A004362,L0515,LinkedIn,5,2024-09-01,No,No Response,No
A004363,L0515,Cold Call,5,2024-09-11,Yes,Interested,No
A004364,L0516,Email,1,2024-09-27,No,No Response,No
A004365,L0516,LinkedIn,1,2024-09-25,Yes,Interested,Yes
A004366,L0517,Email,1,2024-10-02,No,No Response,No
A004367,L0517,LinkedIn,1,2024-09-09,No,No Response,No
A004368,L0517,Cold Call,1,2024-09-29,No,No Response,No
A004369,L0517,Email,2,2024-09-19,No,No Response,No
A004370,L0517,LinkedIn,2,2024-10-28,No,No Response,No
A004371,L0517,Cold Call,2,2024-09-07,No,No Response,No
A004372,L0517,Email,3,2024-09-16,No,No Response,No
A004373,L0517,LinkedIn,3,2024-09-30,No,No Response,No
A004374,L0517,Cold Call,3,2024-09-01,No,No Response,No
A004375,L0517,Email,4,2024-09-04,No,No Response,No
A004376,L0517,LinkedIn,4,2024-09-19,No,No Response,No
A004377,L0517,Cold Call,4,2024-10-18,No,No Response,No
A004378,L0517,Email,5,2024-09-09,No,No Response,No
A004379,L0517,LinkedIn,5,2024-10-08,No,No Response,No
A004380,L0517,Cold Call,5,2024-10-27,No,No Response,No
A004381,L0518,Email,1,2024-10-29,No,No Response,No
A004382,L0518,LinkedIn,1,2024-10-14,No,No Response,No
A004383,L0518,Cold Call,1,2024-10-20,No,No Response,No
A004384,L0518,Email,2,2024-09-21,No,No Response,No
A004385,L0518,LinkedIn,2,2024-09-11,Yes,Interested,No
A004386,L0519,Email,1,2024-10-25,No,No Response,No
A004387,L0519,LinkedIn,1,2024-10-30,Yes,Interested,No
A004388,L0520,Email,1,2024-10-01,No,No Response,No
A004389,L0520,LinkedIn,1,2024-09-14,No,No Response,No
A004390,L0520,Cold Call,1,2024-09-01,No,No Response,No
A004391,L0520,Email,2,2024-09-22,No,No Response,No
A004392,L0520,LinkedIn,2,2024-09-06,No,No Response,No
A004393,L0520,Cold Call,2,2024-09-07,Yes,Interested,No
A004394,L0521,Email,1,2024-09-02,No,No Response,No
A004395,L0521,LinkedIn,1,2024-10-05,No,No Response,No
A004396,L0521,Cold Call,1,2024-10-20,No,No Response,No
A004397,L0521,Email,2,2024-10-01,No,No Response,No
A004398,L0521,LinkedIn,2,2024-09-18,Yes,Interested,No
A004399,L0522,Email,1,2024-09-04,No,No Response,No
A004400,L0522,LinkedIn,1,2024-10-23,No,No Response,No
A004401,L0522,Cold Call,1,2024-10-04,No,No Response,No
A004402,L0522,Email,2,2024-09-05,No,No Response,No
A004403,L0522,LinkedIn,2,2024-09-11,No,No Response,No
A004404,L0522,Cold Call,2,2024-10-05,No,No Response,No
A004405,L0522,Email,3,2024-09-18,No,No Response,No
A004406,L0522,LinkedIn,3,2024-10-30,No,No Response,No
A004407,L0522,Cold Call,3,2024-09-05,No,No Response,No
A004408,L0522,Email,4,2024-10-31,No,No Response,No
A004409,L0522,LinkedIn,4,2024-10-28,No,No Response,No
A004410,L0522,Cold Call,4,2024-10-18,No,No Response,No
A004411,L0522,Email,5,2024-10-29,No,No Response,No
A004412,L0522,LinkedIn,5,2024-09-23,No,No Response,No
A004413,L0522,Cold Call,5,2024-10-06,No,No Response,No
A004414,L0523,Email,1,2024-09-12,No,No Response,No
A004415,L0523,LinkedIn,1,2024-09-13,No,No Response,No
A004416,L0523,Cold Call,1,2024-10-26,No,No Response,No
A004417,L0523,Email,2,2024-09-28,No,No Response,No
A004418,L0523,LinkedIn,2,2024-10-17,No,No Response,No
A004419,L0523,Cold Call,2,2024-09-16,No,No Response,No
A004420,L0523,Email,3,2024-10-25,No,No Response,No
A004421,L0523,LinkedIn,3,2024-09-23,No,No Response,No
A004422,L0523,Cold Call,3,2024-10-07,No,No Response,No
A004423,L0523,Email,4,2024-09-17,No,No Response,No
A004424,L0523,LinkedIn,4,2024-10-28,No,No Response,No
A004425,L0523,Cold Call,4,2024-09-12,No,No Response,No
A004426,L0523,Email,5,2024-10-24,No,No Response,No
A004427,L0523,LinkedIn,5,2024-09-06,No,No Response,No
A004428,L0523,Cold Call,5,2024-10-26,No,No Response,No
A004429,L0524,Email,1,2024-09-10,No,No Response,No
A004430,L0524,LinkedIn,1,2024-09-07,No,No Response,No
A004431,L0524,Cold Call,1,2024-10-03,Yes,Not Now,No
A004432,L0525,Email,1,2024-10-06,No,No Response,No
A004433,L0525,LinkedIn,1,2024-09-22,Yes,Interested,Yes
A004434,L0526,Email,1,2024-09-26,No,No Response,No
A004435,L0526,LinkedIn,1,2024-09-20,No,No Response,No
A004436,L0526,Cold Call,1,2024-09-05,No,No Response,No
A004437,L0526,Email,2,2024-09-13,No,No Response,No
A004438,L0526,LinkedIn,2,2024-09-17,No,No Response,No
A004439,L0526,Cold Call,2,2024-10-03,No,No Response,No
A004440,L0526,Email,3,2024-10-05,No,No Response,No
A004441,L0526,LinkedIn,3,2024-10-04,No,No Response,No
A004442,L0526,Cold Call,3,2024-09-19,No,No Response,No
A004443,L0526,Email,4,2024-10-07,No,No Response,No
A004444,L0526,LinkedIn,4,2024-09-16,No,No Response,No
A004445,L0526,Cold Call,4,2024-09-27,Yes,Interested,Yes
A004446,L0527,Email,1,2024-09-25,No,No Response,No
A004447,L0527,LinkedIn,1,2024-10-25,No,No Response,No
A004448,L0527,Cold Call,1,2024-09-05,No,No Response,No
A004449,L0527,Email,2,2024-09-19,No,No Response,No
A004450,L0527,LinkedIn,2,2024-10-24,Yes,Not Now,No
A004451,L0528,Email,1,2024-10-16,No,No Response,No
A004452,L0528,LinkedIn,1,2024-10-27,No,No Response,No
A004453,L0528,Cold Call,1,2024-10-17,No,No Response,No
A004454,L0528,Email,2,2024-10-13,No,No Response,No
A004455,L0528,LinkedIn,2,2024-10-25,No,No Response,No
A004456,L0528,Cold Call,2,2024-10-22,No,No Response,No
A004457,L0528,Email,3,2024-09-15,No,No Response,No
A004458,L0528,LinkedIn,3,2024-09-20,No,No Response,No
A004459,L0528,Cold Call,3,2024-09-09,No,No Response,No
A004460,L0528,Email,4,2024-10-06,No,No Response,No
A004461,L0528,LinkedIn,4,2024-10-02,Yes,Not Now,No
A004462,L0529,Email,1,2024-09-03,No,No Response,No
A004463,L0529,LinkedIn,1,2024-10-25,Yes,Interested,No
A004464,L0530,Email,1,2024-10-15,No,No Response,No
A004465,L0530,LinkedIn,1,2024-09-16,No,No Response,No
A004466,L0530,Cold Call,1,2024-09-30,No,No Response,No
A004467,L0530,Email,2,2024-10-13,No,No Response,No
A004468,L0530,LinkedIn,2,2024-09-02,Yes,Interested,No
A004469,L0531,Email,1,2024-10-08,No,No Response,No
A004470,L0531,LinkedIn,1,2024-09-17,No,No Response,No
A004471,L0531,Cold Call,1,2024-10-22,No,No Response,No
A004472,L0531,Email,2,2024-09-16,No,No Response,No
A004473,L0531,LinkedIn,2,2024-09-02,No,No Response,No
A004474,L0531,Cold Call,2,2024-10-08,No,No Response,No
A004475,L0531,Email,3,2024-10-05,No,No Response,No
A004476,L0531,LinkedIn,3,2024-10-26,No,No Response,No
A004477,L0531,Cold Call,3,2024-09-09,No,No Response,No
A004478,L0531,Email,4,2024-10-15,No,No Response,No
A004479,L0531,LinkedIn,4,2024-10-10,No,No Response,No
A004480,L0531,Cold Call,4,2024-09-13,No,No Response,No
A004481,L0531,Email,5,2024-10-09,No,No Response,No
A004482,L0531,LinkedIn,5,2024-09-04,Yes,Interested,No
A004483,L0532,Email,1,2024-09-23,No,No Response,No
A004484,L0532,LinkedIn,1,2024-10-17,No,No Response,No
A004485,L0532,Cold Call,1,2024-09-23,No,No Response,No
A004486,L0532,Email,2,2024-10-15,No,No Response,No
A004487,L0532,LinkedIn,2,2024-10-06,No,No Response,No
A004488,L0532,Cold Call,2,2024-09-15,No,No Response,No
A004489,L0532,Email,3,2024-09-15,No,No Response,No
A004490,L0532,LinkedIn,3,2024-10-17,No,No Response,No
A004491,L0532,Cold Call,3,2024-10-03,No,No Response,No
A004492,L0532,Email,4,2024-10-05,No,No Response,No
A004493,L0532,LinkedIn,4,2024-10-22,No,No Response,No
A004494,L0532,Cold Call,4,2024-10-15,No,No Response,No
A004495,L0532,Email,5,2024-09-23,No,No Response,No
A004496,L0532,LinkedIn,5,2024-09-09,No,No Response,No
A004497,L0532,Cold Call,5,2024-10-13,No,No Response,No
A004498,L0533,Email,1,2024-09-29,No,No Response,No
A004499,L0533,LinkedIn,1,2024-10-09,No,No Response,No
A004500,L0533,Cold Call,1,2024-09-14,No,No Response,No
A004501,L0533,Email,2,2024-09-29,No,No Response,No
A004502,L0533,LinkedIn,2,2024-10-08,No,No Response,No
A004503,L0533,Cold Call,2,2024-09-07,No,No Response,No
A004504,L0533,Email,3,2024-09-21,No,No Response,No
A004505,L0533,LinkedIn,3,2024-09-13,No,No Response,No
A004506,L0533,Cold Call,3,2024-10-03,No,No Response,No
A004507,L0533,Email,4,2024-09-12,No,No Response,No
A004508,L0533,LinkedIn,4,2024-10-24,No,No Response,No
A004509,L0533,Cold Call,4,2024-09-14,No,No Response,No
A004510,L0533,Email,5,2024-09-21,No,No Response,No
A004511,L0533,LinkedIn,5,2024-10-06,No,No Response,No
A004512,L0533,Cold Call,5,2024-09-14,No,No Response,No
A004513,L0534,Email,1,2024-10-03,No,No Response,No
A004514,L0534,LinkedIn,1,2024-09-17,Yes,Not Now,No
A004515,L0535,Email,1,2024-10-31,No,No Response,No
A004516,L0535,LinkedIn,1,2024-09-29,No,No Response,No
A004517,L0535,Cold Call,1,2024-10-09,No,No Response,No
A004518,L0535,Email,2,2024-09-25,No,No Response,No
A004519,L0535,LinkedIn,2,2024-09-03,No,No Response,No
A004520,L0535,Cold Call,2,2024-09-16,No,No Response,No
A004521,L0535,Email,3,2024-09-30,No,No Response,No
A004522,L0535,LinkedIn,3,2024-10-14,No,No Response,No
A004523,L0535,Cold Call,3,2024-09-23,No,No Response,No
A004524,L0535,Email,4,2024-10-17,No,No Response,No
A004525,L0535,LinkedIn,4,2024-09-19,No,No Response,No
A004526,L0535,Cold Call,4,2024-09-09,No,No Response,No
A004527,L0535,Email,5,2024-10-07,No,No Response,No
A004528,L0535,LinkedIn,5,2024-09-21,No,No Response,No
A004529,L0535,Cold Call,5,2024-10-14,No,No Response,No
A004530,L0536,Email,1,2024-10-28,No,No Response,No
A004531,L0536,LinkedIn,1,2024-09-30,No,No Response,No
A004532,L0536,Cold Call,1,2024-10-26,No,No Response,No
A004533,L0536,Email,2,2024-10-30,No,No Response,No
A004534,L0536,LinkedIn,2,2024-09-28,No,No Response,No
A004535,L0536,Cold Call,2,2024-10-31,No,No Response,No
A004536,L0536,Email,3,2024-10-15,No,No Response,No
A004537,L0536,LinkedIn,3,2024-10-11,No,No Response,No
A004538,L0536,Cold Call,3,2024-10-18,No,No Response,No
A004539,L0536,Email,4,2024-10-08,No,No Response,No
A004540,L0536,LinkedIn,4,2024-10-07,No,No Response,No
A004541,L0536,Cold Call,4,2024-10-07,No,No Response,No
A004542,L0536,Email,5,2024-10-15,No,No Response,No
A004543,L0536,LinkedIn,5,2024-09-13,No,No Response,No
A004544,L0536,Cold Call,5,2024-09-16,No,No Response,No
A004545,L0537,Email,1,2024-10-27,No,No Response,No
A004546,L0537,LinkedIn,1,2024-09-10,No,No Response,No
A004547,L0537,Cold Call,1,2024-10-18,No,No Response,No
A004548,L0537,Email,2,2024-10-31,Yes,Not Now,No
A004549,L0538,Email,1,2024-09-18,No,No Response,No
A004550,L0538,LinkedIn,1,2024-09-15,Yes,Interested,Yes
A004551,L0539,Email,1,2024-10-22,No,No Response,No
A004552,L0539,LinkedIn,1,2024-09-04,No,No Response,No
A004553,L0539,Cold Call,1,2024-10-27,No,No Response,No
A004554,L0539,Email,2,2024-10-10,No,No Response,No
A004555,L0539,LinkedIn,2,2024-09-02,No,No Response,No
A004556,L0539,Cold Call,2,2024-09-13,Yes,Not Now,No
A004557,L0540,Email,1,2024-10-26,No,No Response,No
A004558,L0540,LinkedIn,1,2024-09-25,No,No Response,No
A004559,L0540,Cold Call,1,2024-09-12,No,No Response,No
A004560,L0540,Email,2,2024-09-11,No,No Response,No
A004561,L0540,LinkedIn,2,2024-10-15,No,No Response,No
A004562,L0540,Cold Call,2,2024-10-25,No,No Response,No
A004563,L0540,Email,3,2024-09-29,No,No Response,No
A004564,L0540,LinkedIn,3,2024-10-04,No,No Response,No
A004565,L0540,Cold Call,3,2024-10-13,No,No Response,No
A004566,L0540,Email,4,2024-09-28,No,No Response,No
A004567,L0540,LinkedIn,4,2024-10-18,No,No Response,No
A004568,L0540,Cold Call,4,2024-10-09,No,No Response,No
A004569,L0540,Email,5,2024-10-12,No,No Response,No
A004570,L0540,LinkedIn,5,2024-09-25,No,No Response,No
A004571,L0540,Cold Call,5,2024-09-03,No,No Response,No
A004572,L0541,Email,1,2024-09-23,No,No Response,No
A004573,L0541,LinkedIn,1,2024-09-03,No,No Response,No
A004574,L0541,Cold Call,1,2024-09-23,No,No Response,No
A004575,L0541,Email,2,2024-09-14,No,No Response,No
A004576,L0541,LinkedIn,2,2024-10-20,No,No Response,No
A004577,L0541,Cold Call,2,2024-09-05,No,No Response,No
A004578,L0541,Email,3,2024-10-28,No,No Response,No
A004579,L0541,LinkedIn,3,2024-09-10,No,No Response,No
A004580,L0541,Cold Call,3,2024-10-17,No,No Response,No
A004581,L0541,Email,4,2024-09-01,No,No Response,No
A004582,L0541,LinkedIn,4,2024-09-22,No,No Response,No
A004583,L0541,Cold Call,4,2024-09-09,No,No Response,No
A004584,L0541,Email,5,2024-10-19,Yes,Not Now,No
A004585,L0542,Email,1,2024-10-12,No,No Response,No
A004586,L0542,LinkedIn,1,2024-10-03,No,No Response,No
A004587,L0542,Cold Call,1,2024-09-04,No,No Response,No
A004588,L0542,Email,2,2024-09-26,No,No Response,No
A004589,L0542,LinkedIn,2,2024-10-13,No,No Response,No
A004590,L0542,Cold Call,2,2024-10-29,No,No Response,No
A004591,L0542,Email,3,2024-09-04,No,No Response,No
A004592,L0542,LinkedIn,3,2024-10-05,No,No Response,No
A004593,L0542,Cold Call,3,2024-09-05,No,No Response,No
A004594,L0542,Email,4,2024-10-10,No,No Response,No
A004595,L0542,LinkedIn,4,2024-10-09,Yes,Not Now,No
A004596,L0543,Email,1,2024-09-13,No,No Response,No
A004597,L0543,LinkedIn,1,2024-09-07,No,No Response,No
A004598,L0543,Cold Call,1,2024-10-23,No,No Response,No
A004599,L0543,Email,2,2024-09-03,No,No Response,No
A004600,L0543,LinkedIn,2,2024-10-29,Yes,Not Now,No
A004601,L0544,Email,1,2024-09-18,No,No Response,No
A004602,L0544,LinkedIn,1,2024-09-06,No,No Response,No
A004603,L0544,Cold Call,1,2024-09-10,No,No Response,No
A004604,L0544,Email,2,2024-10-04,No,No Response,No
A004605,L0544,LinkedIn,2,2024-10-16,No,No Response,No
A004606,L0544,Cold Call,2,2024-09-21,No,No Response,No
A004607,L0544,Email,3,2024-10-28,No,No Response,No
A004608,L0544,LinkedIn,3,2024-10-18,No,No Response,No
A004609,L0544,Cold Call,3,2024-10-03,No,No Response,No
A004610,L0544,Email,4,2024-10-31,No,No Response,No
A004611,L0544,LinkedIn,4,2024-09-08,No,No Response,No
A004612,L0544,Cold Call,4,2024-09-30,No,No Response,No
A004613,L0544,Email,5,2024-10-18,No,No Response,No
A004614,L0544,LinkedIn,5,2024-10-15,No,No Response,No
A004615,L0544,Cold Call,5,2024-10-18,No,No Response,No
A004616,L0545,Email,1,2024-10-07,No,No Response,No
A004617,L0545,LinkedIn,1,2024-10-28,Yes,Interested,No
A004618,L0546,Email,1,2024-10-07,No,No Response,No
A004619,L0546,LinkedIn,1,2024-09-16,Yes,Not Now,No
A004620,L0547,Email,1,2024-10-08,No,No Response,No
A004621,L0547,LinkedIn,1,2024-10-13,No,No Response,No
A004622,L0547,Cold Call,1,2024-10-02,No,No Response,No
A004623,L0547,Email,2,2024-10-18,Yes,Interested,No
A004624,L0548,Email,1,2024-10-22,No,No Response,No
A004625,L0548,LinkedIn,1,2024-09-30,No,No Response,No
A004626,L0548,Cold Call,1,2024-09-18,No,No Response,No
A004627,L0548,Email,2,2024-10-05,No,No Response,No
A004628,L0548,LinkedIn,2,2024-10-26,No,No Response,No
A004629,L0548,Cold Call,2,2024-10-26,No,No Response,No
A004630,L0548,Email,3,2024-10-10,No,No Response,No
A004631,L0548,LinkedIn,3,2024-09-01,No,No Response,No
A004632,L0548,Cold Call,3,2024-10-03,Yes,Interested,No
A004633,L0549,Email,1,2024-09-19,No,No Response,No
A004634,L0549,LinkedIn,1,2024-09-12,No,No Response,No
A004635,L0549,Cold Call,1,2024-10-14,No,No Response,No
A004636,L0549,Email,2,2024-09-29,No,No Response,No
A004637,L0549,LinkedIn,2,2024-10-09,No,No Response,No
A004638,L0549,Cold Call,2,2024-10-21,No,No Response,No
A004639,L0549,Email,3,2024-10-31,No,No Response,No
A004640,L0549,LinkedIn,3,2024-09-17,No,No Response,No
A004641,L0549,Cold Call,3,2024-10-22,No,No Response,No
A004642,L0549,Email,4,2024-09-30,No,No Response,No
A004643,L0549,LinkedIn,4,2024-10-06,No,No Response,No
A004644,L0549,Cold Call,4,2024-09-16,Yes,Interested,No
A004645,L0550,Email,1,2024-09-24,No,No Response,No
A004646,L0550,LinkedIn,1,2024-09-14,No,No Response,No
A004647,L0550,Cold Call,1,2024-10-06,No,No Response,No
A004648,L0550,Email,2,2024-09-11,No,No Response,No
A004649,L0550,LinkedIn,2,2024-10-27,No,No Response,No
A004650,L0550,Cold Call,2,2024-10-15,No,No Response,No
A004651,L0550,Email,3,2024-09-08,No,No Response,No
A004652,L0550,LinkedIn,3,2024-10-02,No,No Response,No
A004653,L0550,Cold Call,3,2024-10-16,No,No Response,No
A004654,L0550,Email,4,2024-09-16,No,No Response,No
A004655,L0550,LinkedIn,4,2024-10-28,No,No Response,No
A004656,L0550,Cold Call,4,2024-09-21,No,No Response,No
A004657,L0550,Email,5,2024-09-28,No,No Response,No
A004658,L0550,LinkedIn,5,2024-10-07,Yes,Interested,Yes
A004659,L0551,Email,1,2024-10-01,No,No Response,No
A004660,L0551,LinkedIn,1,2024-10-19,No,No Response,No
A004661,L0551,Cold Call,1,2024-09-27,No,No Response,No
A004662,L0551,Email,2,2024-09-03,No,No Response,No
A004663,L0551,LinkedIn,2,2024-10-10,Yes,Interested,No
A004664,L0552,Email,1,2024-10-17,No,No Response,No
A004665,L0552,LinkedIn,1,2024-10-23,No,No Response,No
A004666,L0552,Cold Call,1,2024-10-20,No,No Response,No
A004667,L0552,Email,2,2024-09-04,No,No Response,No
A004668,L0552,LinkedIn,2,2024-09-04,No,No Response,No
A004669,L0552,Cold Call,2,2024-09-13,Yes,Interested,Yes
A004670,L0553,Email,1,2024-09-17,No,No Response,No
A004671,L0553,LinkedIn,1,2024-10-13,No,No Response,No
A004672,L0553,Cold Call,1,2024-09-28,No,No Response,No
A004673,L0553,Email,2,2024-10-01,No,No Response,No
A004674,L0553,LinkedIn,2,2024-10-15,No,No Response,No
A004675,L0553,Cold Call,2,2024-10-31,No,No Response,No
A004676,L0553,Email,3,2024-09-20,No,No Response,No
A004677,L0553,LinkedIn,3,2024-10-14,No,No Response,No
A004678,L0553,Cold Call,3,2024-10-24,No,No Response,No
A004679,L0553,Email,4,2024-09-07,No,No Response,No
A004680,L0553,LinkedIn,4,2024-10-06,No,No Response,No
A004681,L0553,Cold Call,4,2024-09-19,No,No Response,No
A004682,L0553,Email,5,2024-09-02,No,No Response,No
A004683,L0553,LinkedIn,5,2024-10-06,No,No Response,No
A004684,L0553,Cold Call,5,2024-09-07,No,No Response,No
A004685,L0554,Email,1,2024-10-03,No,No Response,No
A004686,L0554,LinkedIn,1,2024-10-06,No,No Response,No
A004687,L0554,Cold Call,1,2024-10-21,No,No Response,No
A004688,L0554,Email,2,2024-09-23,No,No Response,No
A004689,L0554,LinkedIn,2,2024-10-13,No,No Response,No
A004690,L0554,Cold Call,2,2024-10-05,No,No Response,No
A004691,L0554,Email,3,2024-09-09,No,No Response,No
A004692,L0554,LinkedIn,3,2024-09-08,No,No Response,No
A004693,L0554,Cold Call,3,2024-09-06,No,No Response,No
A004694,L0554,Email,4,2024-10-01,No,No Response,No
A004695,L0554,LinkedIn,4,2024-09-06,Yes,Interested,No
A004696,L0555,Email,1,2024-10-12,No,No Response,No
A004697,L0555,LinkedIn,1,2024-09-16,No,No Response,No
A004698,L0555,Cold Call,1,2024-09-22,No,No Response,No
A004699,L0555,Email,2,2024-09-03,No,No Response,No
A004700,L0555,LinkedIn,2,2024-09-07,No,No Response,No
A004701,L0555,Cold Call,2,2024-09-13,No,No Response,No
A004702,L0555,Email,3,2024-10-12,No,No Response,No
